schema	seed	band	metric	pass@1	pass@8	pass@64
correct_plus_valid_plus_0p1_format	3407	band_hard_tail	correct	0.921354	0.982270	1.000000
correct_plus_valid_plus_0p1_format	3407	band_hard_tail	valid	0.262109	0.724249	0.958333
correct_plus_valid_plus_0p1_format	3407	band_hard_tail	joint	0.259896	0.712732	0.933333
correct_plus_valid_plus_0p1_format	3407	band_hard_tail	valid_given_correct	0.282080	0.725597	0.933333
correct_plus_valid_plus_0p1_format	3407	band_hard_tail	invalid_but_correct	0.661458	0.269538	0.066667
correct_plus_valid_plus_0p1_format	3407	band_hard_tail	format	0.998568	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3407	band_hard_tail	syntactic	0.975651	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3408	band_train	correct	0.999531	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3408	band_train	valid	0.800234	0.993274	0.995000
correct_plus_valid_plus_0p1_format	3408	band_train	joint	0.800234	0.993274	0.995000
correct_plus_valid_plus_0p1_format	3408	band_train	valid_given_correct	0.800610	0.993274	0.995000
correct_plus_valid_plus_0p1_format	3408	band_train	invalid_but_correct	0.199297	0.006726	0.005000
correct_plus_valid_plus_0p1_format	3408	band_train	format	1.000000	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3408	band_train	syntactic	0.996484	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3408	band_ood	correct	0.919219	0.991250	1.000000
correct_plus_valid_plus_0p1_format	3408	band_ood	valid	0.374297	0.778103	0.930000
correct_plus_valid_plus_0p1_format	3408	band_ood	joint	0.367656	0.767528	0.920000
correct_plus_valid_plus_0p1_format	3408	band_ood	valid_given_correct	0.399966	0.774303	0.920000
correct_plus_valid_plus_0p1_format	3408	band_ood	invalid_but_correct	0.551562	0.223722	0.080000
correct_plus_valid_plus_0p1_format	3408	band_ood	format	0.998750	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3408	band_ood	syntactic	0.984297	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3408	band_hard_tail	correct	0.893099	0.992101	1.000000
correct_plus_valid_plus_0p1_format	3408	band_hard_tail	valid	0.241536	0.678177	0.908333
correct_plus_valid_plus_0p1_format	3408	band_hard_tail	joint	0.230859	0.662519	0.900000
correct_plus_valid_plus_0p1_format	3408	band_hard_tail	valid_given_correct	0.258492	0.667794	0.900000
correct_plus_valid_plus_0p1_format	3408	band_hard_tail	invalid_but_correct	0.662240	0.329582	0.100000
correct_plus_valid_plus_0p1_format	3408	band_hard_tail	format	0.997917	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3408	band_hard_tail	syntactic	0.979036	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3409	band_train	correct	0.998828	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3409	band_train	valid	0.795391	0.991718	0.995000
correct_plus_valid_plus_0p1_format	3409	band_train	joint	0.795312	0.991715	0.995000
correct_plus_valid_plus_0p1_format	3409	band_train	valid_given_correct	0.796246	0.991715	0.995000
correct_plus_valid_plus_0p1_format	3409	band_train	invalid_but_correct	0.203516	0.008285	0.005000
correct_plus_valid_plus_0p1_format	3409	band_train	format	0.999609	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3409	band_train	syntactic	0.993984	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3409	band_ood	correct	0.909062	0.980173	0.990000
correct_plus_valid_plus_0p1_format	3409	band_ood	valid	0.365156	0.732213	0.910000
correct_plus_valid_plus_0p1_format	3409	band_ood	joint	0.361719	0.727556	0.900000
correct_plus_valid_plus_0p1_format	3409	band_ood	valid_given_correct	0.397903	0.742274	0.909091
correct_plus_valid_plus_0p1_format	3409	band_ood	invalid_but_correct	0.547344	0.252616	0.090000
correct_plus_valid_plus_0p1_format	3409	band_ood	format	0.994922	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3409	band_ood	syntactic	0.977578	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3409	band_hard_tail	correct	0.888672	0.986655	1.000000
correct_plus_valid_plus_0p1_format	3409	band_hard_tail	valid	0.217188	0.613446	0.891667
correct_plus_valid_plus_0p1_format	3409	band_hard_tail	joint	0.215625	0.607081	0.883333
correct_plus_valid_plus_0p1_format	3409	band_hard_tail	valid_given_correct	0.242637	0.615292	0.883333
correct_plus_valid_plus_0p1_format	3409	band_hard_tail	invalid_but_correct	0.673047	0.379575	0.116667
correct_plus_valid_plus_0p1_format	3409	band_hard_tail	format	0.993099	1.000000	1.000000
correct_plus_valid_plus_0p1_format	3409	band_hard_tail	syntactic	0.971224	1.000000	1.000000
correct_times_valid_plus_0p1_format	3407	band_train	correct	0.998828	1.000000	1.000000
correct_times_valid_plus_0p1_format	3407	band_train	valid	0.808906	0.993112	0.995000
correct_times_valid_plus_0p1_format	3407	band_train	joint	0.808906	0.993112	0.995000
correct_times_valid_plus_0p1_format	3407	band_train	valid_given_correct	0.809855	0.993112	0.995000
correct_times_valid_plus_0p1_format	3407	band_train	invalid_but_correct	0.189922	0.006888	0.005000
correct_times_valid_plus_0p1_format	3407	band_train	format	1.000000	1.000000	1.000000
correct_times_valid_plus_0p1_format	3407	band_train	syntactic	0.994531	1.000000	1.000000
correct_times_valid_plus_0p1_format	3407	band_ood	correct	0.935703	0.989123	0.995000
correct_times_valid_plus_0p1_format	3407	band_ood	valid	0.367891	0.797516	0.965000
correct_times_valid_plus_0p1_format	3407	band_ood	joint	0.366094	0.790325	0.955000
correct_times_valid_plus_0p1_format	3407	band_ood	valid_given_correct	0.391250	0.799016	0.959799
correct_times_valid_plus_0p1_format	3407	band_ood	invalid_but_correct	0.569609	0.198798	0.040000
correct_times_valid_plus_0p1_format	3407	band_ood	format	0.999062	1.000000	1.000000
correct_times_valid_plus_0p1_format	3407	band_ood	syntactic	0.981797	1.000000	1.000000
correct_times_valid_plus_0p1_format	3407	band_hard_tail	correct	0.919531	0.990630	1.000000
correct_times_valid_plus_0p1_format	3407	band_hard_tail	valid	0.252865	0.709404	0.950000
correct_times_valid_plus_0p1_format	3407	band_hard_tail	joint	0.250391	0.699799	0.950000
correct_times_valid_plus_0p1_format	3407	band_hard_tail	valid_given_correct	0.272302	0.706418	0.950000
correct_times_valid_plus_0p1_format	3407	band_hard_tail	invalid_but_correct	0.669141	0.290831	0.050000
correct_times_valid_plus_0p1_format	3407	band_hard_tail	format	0.998698	1.000000	1.000000
correct_times_valid_plus_0p1_format	3407	band_hard_tail	syntactic	0.976432	1.000000	1.000000
correct_times_valid_plus_0p1_format	3408	band_train	correct	0.999609	1.000000	1.000000
correct_times_valid_plus_0p1_format	3408	band_train	valid	0.796484	0.993314	0.995000
correct_times_valid_plus_0p1_format	3408	band_train	joint	0.796406	0.993313	0.995000
correct_times_valid_plus_0p1_format	3408	band_train	valid_given_correct	0.796717	0.993313	0.995000
correct_times_valid_plus_0p1_format	3408	band_train	invalid_but_correct	0.203203	0.006687	0.005000
correct_times_valid_plus_0p1_format	3408	band_train	format	1.000000	1.000000	1.000000
correct_times_valid_plus_0p1_format	3408	band_train	syntactic	0.993984	1.000000	1.000000
correct_times_valid_plus_0p1_format	3408	band_ood	correct	0.918828	0.989981	1.000000
correct_times_valid_plus_0p1_format	3408	band_ood	valid	0.377422	0.791403	0.940000
correct_times_valid_plus_0p1_format	3408	band_ood	joint	0.370625	0.778195	0.935000
correct_times_valid_plus_0p1_format	3408	band_ood	valid_given_correct	0.403367	0.786070	0.935000
correct_times_valid_plus_0p1_format	3408	band_ood	invalid_but_correct	0.548203	0.211786	0.065000
correct_times_valid_plus_0p1_format	3408	band_ood	format	0.999219	1.000000	1.000000
correct_times_valid_plus_0p1_format	3408	band_ood	syntactic	0.983906	1.000000	1.000000
correct_times_valid_plus_0p1_format	3408	band_hard_tail	correct	0.892448	0.992319	1.000000
correct_times_valid_plus_0p1_format	3408	band_hard_tail	valid	0.248568	0.704506	0.933333
correct_times_valid_plus_0p1_format	3408	band_hard_tail	joint	0.237630	0.684460	0.933333
correct_times_valid_plus_0p1_format	3408	band_hard_tail	valid_given_correct	0.266268	0.689758	0.933333
correct_times_valid_plus_0p1_format	3408	band_hard_tail	invalid_but_correct	0.654818	0.307859	0.066667
correct_times_valid_plus_0p1_format	3408	band_hard_tail	format	0.998698	1.000000	1.000000
correct_times_valid_plus_0p1_format	3408	band_hard_tail	syntactic	0.978646	1.000000	1.000000
correct_times_valid_plus_0p1_format	3409	band_train	correct	0.999219	1.000000	1.000000
correct_times_valid_plus_0p1_format	3409	band_train	valid	0.794219	0.992214	0.995000
correct_times_valid_plus_0p1_format	3409	band_train	joint	0.794219	0.992214	0.995000
correct_times_valid_plus_0p1_format	3409	band_train	valid_given_correct	0.794840	0.992214	0.995000
correct_times_valid_plus_0p1_format	3409	band_train	invalid_but_correct	0.205000	0.007786	0.005000
correct_times_valid_plus_0p1_format	3409	band_train	format	0.999922	1.000000	1.000000
correct_times_valid_plus_0p1_format	3409	band_train	syntactic	0.993984	1.000000	1.000000
correct_times_valid_plus_0p1_format	3409	band_ood	correct	0.909062	0.982199	0.995000
correct_times_valid_plus_0p1_format	3409	band_ood	valid	0.355391	0.728125	0.885000
correct_times_valid_plus_0p1_format	3409	band_ood	joint	0.351406	0.723182	0.880000
correct_times_valid_plus_0p1_format	3409	band_ood	valid_given_correct	0.386559	0.736288	0.884422
correct_times_valid_plus_0p1_format	3409	band_ood	invalid_but_correct	0.557656	0.259018	0.115000
correct_times_valid_plus_0p1_format	3409	band_ood	format	0.995859	1.000000	1.000000
correct_times_valid_plus_0p1_format	3409	band_ood	syntactic	0.979062	1.000000	1.000000
correct_times_valid_plus_0p1_format	3409	band_hard_tail	correct	0.889583	0.988809	1.000000
correct_times_valid_plus_0p1_format	3409	band_hard_tail	valid	0.211458	0.607707	0.858333
correct_times_valid_plus_0p1_format	3409	band_hard_tail	joint	0.209245	0.599642	0.850000
correct_times_valid_plus_0p1_format	3409	band_hard_tail	valid_given_correct	0.235217	0.606428	0.850000
correct_times_valid_plus_0p1_format	3409	band_hard_tail	invalid_but_correct	0.680339	0.389167	0.150000
correct_times_valid_plus_0p1_format	3409	band_hard_tail	format	0.994401	1.000000	1.000000
correct_times_valid_plus_0p1_format	3409	band_hard_tail	syntactic	0.970833	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3407	band_train	correct	0.999141	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3407	band_train	valid	0.809844	0.992861	0.995000
correct_plus_line_valid_plus_0p1_format	3407	band_train	joint	0.809844	0.992861	0.995000
correct_plus_line_valid_plus_0p1_format	3407	band_train	valid_given_correct	0.810540	0.992861	0.995000
correct_plus_line_valid_plus_0p1_format	3407	band_train	invalid_but_correct	0.189297	0.007139	0.005000
correct_plus_line_valid_plus_0p1_format	3407	band_train	format	1.000000	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3407	band_train	syntactic	0.994531	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3407	band_ood	correct	0.936953	0.982626	0.995000
correct_plus_line_valid_plus_0p1_format	3407	band_ood	valid	0.371953	0.794470	0.975000
correct_plus_line_valid_plus_0p1_format	3407	band_ood	joint	0.370312	0.786296	0.955000
correct_plus_line_valid_plus_0p1_format	3407	band_ood	valid_given_correct	0.395231	0.800199	0.959799
correct_plus_line_valid_plus_0p1_format	3407	band_ood	invalid_but_correct	0.566641	0.196330	0.040000
correct_plus_line_valid_plus_0p1_format	3407	band_ood	format	0.999141	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3407	band_ood	syntactic	0.981797	0.999999	1.000000
correct_plus_line_valid_plus_0p1_format	3407	band_hard_tail	correct	0.920833	0.980101	1.000000
correct_plus_line_valid_plus_0p1_format	3407	band_hard_tail	valid	0.247135	0.705615	0.975000
correct_plus_line_valid_plus_0p1_format	3407	band_hard_tail	joint	0.244792	0.694526	0.950000
correct_plus_line_valid_plus_0p1_format	3407	band_hard_tail	valid_given_correct	0.265837	0.708626	0.950000
correct_plus_line_valid_plus_0p1_format	3407	band_hard_tail	invalid_but_correct	0.676042	0.285576	0.050000
correct_plus_line_valid_plus_0p1_format	3407	band_hard_tail	format	0.998568	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3407	band_hard_tail	syntactic	0.975130	0.999999	1.000000
correct_plus_line_valid_plus_0p1_format	3408	band_train	correct	0.999453	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3408	band_train	valid	0.794531	0.991618	0.995000
correct_plus_line_valid_plus_0p1_format	3408	band_train	joint	0.794453	0.991618	0.995000
correct_plus_line_valid_plus_0p1_format	3408	band_train	valid_given_correct	0.794888	0.991618	0.995000
correct_plus_line_valid_plus_0p1_format	3408	band_train	invalid_but_correct	0.205000	0.008382	0.005000
correct_plus_line_valid_plus_0p1_format	3408	band_train	format	1.000000	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3408	band_train	syntactic	0.994141	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3408	band_ood	correct	0.914297	0.989011	1.000000
correct_plus_line_valid_plus_0p1_format	3408	band_ood	valid	0.373281	0.780319	0.915000
correct_plus_line_valid_plus_0p1_format	3408	band_ood	joint	0.365781	0.770933	0.910000
correct_plus_line_valid_plus_0p1_format	3408	band_ood	valid_given_correct	0.400068	0.779499	0.910000
correct_plus_line_valid_plus_0p1_format	3408	band_ood	invalid_but_correct	0.548516	0.218078	0.090000
correct_plus_line_valid_plus_0p1_format	3408	band_ood	format	0.999219	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3408	band_ood	syntactic	0.982578	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3408	band_hard_tail	correct	0.886458	0.991179	1.000000
correct_plus_line_valid_plus_0p1_format	3408	band_hard_tail	valid	0.244010	0.687094	0.891667
correct_plus_line_valid_plus_0p1_format	3408	band_hard_tail	joint	0.231641	0.672492	0.891667
correct_plus_line_valid_plus_0p1_format	3408	band_hard_tail	valid_given_correct	0.261310	0.678477	0.891667
correct_plus_line_valid_plus_0p1_format	3408	band_hard_tail	invalid_but_correct	0.654818	0.318687	0.108333
correct_plus_line_valid_plus_0p1_format	3408	band_hard_tail	format	0.998698	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3408	band_hard_tail	syntactic	0.977083	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3409	band_train	correct	0.999219	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3409	band_train	valid	0.793125	0.992599	0.995000
correct_plus_line_valid_plus_0p1_format	3409	band_train	joint	0.793047	0.992502	0.995000
correct_plus_line_valid_plus_0p1_format	3409	band_train	valid_given_correct	0.793667	0.992502	0.995000
correct_plus_line_valid_plus_0p1_format	3409	band_train	invalid_but_correct	0.206172	0.007498	0.005000
correct_plus_line_valid_plus_0p1_format	3409	band_train	format	0.999766	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3409	band_train	syntactic	0.993203	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3409	band_ood	correct	0.913906	0.985590	0.995000
correct_plus_line_valid_plus_0p1_format	3409	band_ood	valid	0.351094	0.723009	0.905000
correct_plus_line_valid_plus_0p1_format	3409	band_ood	joint	0.347656	0.716620	0.895000
correct_plus_line_valid_plus_0p1_format	3409	band_ood	valid_given_correct	0.380407	0.727098	0.899497
correct_plus_line_valid_plus_0p1_format	3409	band_ood	invalid_but_correct	0.566250	0.268970	0.100000
correct_plus_line_valid_plus_0p1_format	3409	band_ood	format	0.995781	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3409	band_ood	syntactic	0.978047	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3409	band_hard_tail	correct	0.895182	0.993015	1.000000
correct_plus_line_valid_plus_0p1_format	3409	band_hard_tail	valid	0.206250	0.598738	0.883333
correct_plus_line_valid_plus_0p1_format	3409	band_hard_tail	joint	0.203516	0.588133	0.866667
correct_plus_line_valid_plus_0p1_format	3409	band_hard_tail	valid_given_correct	0.227345	0.592270	0.866667
correct_plus_line_valid_plus_0p1_format	3409	band_hard_tail	invalid_but_correct	0.691667	0.404882	0.133333
correct_plus_line_valid_plus_0p1_format	3409	band_hard_tail	format	0.993620	1.000000	1.000000
correct_plus_line_valid_plus_0p1_format	3409	band_hard_tail	syntactic	0.971224	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3407	band_train	correct	0.998750	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3407	band_train	valid	0.817578	0.992937	0.995000
correct_times_line_valid_plus_0p1_format	3407	band_train	joint	0.817422	0.992937	0.995000
correct_times_line_valid_plus_0p1_format	3407	band_train	valid_given_correct	0.818445	0.992937	0.995000
correct_times_line_valid_plus_0p1_format	3407	band_train	invalid_but_correct	0.181328	0.007063	0.005000
correct_times_line_valid_plus_0p1_format	3407	band_train	format	1.000000	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3407	band_train	syntactic	0.994375	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3407	band_ood	correct	0.936797	0.982034	0.995000
correct_times_line_valid_plus_0p1_format	3407	band_ood	valid	0.375156	0.801006	0.975000
correct_times_line_valid_plus_0p1_format	3407	band_ood	joint	0.373828	0.793023	0.955000
correct_times_line_valid_plus_0p1_format	3407	band_ood	valid_given_correct	0.399049	0.807531	0.959799
correct_times_line_valid_plus_0p1_format	3407	band_ood	invalid_but_correct	0.562969	0.189011	0.040000
correct_times_line_valid_plus_0p1_format	3407	band_ood	format	0.999531	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3407	band_ood	syntactic	0.983516	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3407	band_hard_tail	correct	0.920312	0.978946	1.000000
correct_times_line_valid_plus_0p1_format	3407	band_hard_tail	valid	0.262370	0.716867	0.975000
correct_times_line_valid_plus_0p1_format	3407	band_hard_tail	joint	0.260547	0.705973	0.950000
correct_times_line_valid_plus_0p1_format	3407	band_hard_tail	valid_given_correct	0.283107	0.721156	0.950000
correct_times_line_valid_plus_0p1_format	3407	band_hard_tail	invalid_but_correct	0.659766	0.272973	0.050000
correct_times_line_valid_plus_0p1_format	3407	band_hard_tail	format	0.999349	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3407	band_hard_tail	syntactic	0.977995	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3408	band_train	correct	0.999531	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3408	band_train	valid	0.799766	0.993634	0.995000
correct_times_line_valid_plus_0p1_format	3408	band_train	joint	0.799687	0.993634	0.995000
correct_times_line_valid_plus_0p1_format	3408	band_train	valid_given_correct	0.800063	0.993634	0.995000
correct_times_line_valid_plus_0p1_format	3408	band_train	invalid_but_correct	0.199844	0.006366	0.005000
correct_times_line_valid_plus_0p1_format	3408	band_train	format	1.000000	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3408	band_train	syntactic	0.994766	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3408	band_ood	correct	0.915859	0.987831	1.000000
correct_times_line_valid_plus_0p1_format	3408	band_ood	valid	0.374297	0.784239	0.915000
correct_times_line_valid_plus_0p1_format	3408	band_ood	joint	0.366875	0.772568	0.910000
correct_times_line_valid_plus_0p1_format	3408	band_ood	valid_given_correct	0.400580	0.782085	0.910000
correct_times_line_valid_plus_0p1_format	3408	band_ood	invalid_but_correct	0.548984	0.215263	0.090000
correct_times_line_valid_plus_0p1_format	3408	band_ood	format	0.998750	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3408	band_ood	syntactic	0.984688	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3408	band_hard_tail	correct	0.887240	0.988149	1.000000
correct_times_line_valid_plus_0p1_format	3408	band_hard_tail	valid	0.249609	0.692430	0.900000
correct_times_line_valid_plus_0p1_format	3408	band_hard_tail	joint	0.237240	0.672979	0.891667
correct_times_line_valid_plus_0p1_format	3408	band_hard_tail	valid_given_correct	0.267391	0.681050	0.891667
correct_times_line_valid_plus_0p1_format	3408	band_hard_tail	invalid_but_correct	0.650000	0.315170	0.108333
correct_times_line_valid_plus_0p1_format	3408	band_hard_tail	format	0.997917	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3408	band_hard_tail	syntactic	0.978255	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3409	band_train	correct	0.998984	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3409	band_train	valid	0.791719	0.992364	0.995000
correct_times_line_valid_plus_0p1_format	3409	band_train	joint	0.791719	0.992364	0.995000
correct_times_line_valid_plus_0p1_format	3409	band_train	valid_given_correct	0.792524	0.992364	0.995000
correct_times_line_valid_plus_0p1_format	3409	band_train	invalid_but_correct	0.207266	0.007636	0.005000
correct_times_line_valid_plus_0p1_format	3409	band_train	format	0.999922	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3409	band_train	syntactic	0.994922	1.000000	1.000000
correct_times_line_valid_plus_0p1_format	3409	band_ood	correct	0.912344	0.981974	0.995000
correct_times_line_valid_plus_0p1_format	3409	band_ood	valid	0.358281	0.732027	0.900000
correct_times_line_valid_plus_0p1_format	3409	band_ood	joint	0.356172	0.728914	0.895000
correct_times_line_valid_plus_0p1_format	3409	band_ood	valid_given_correct	0.390392	0.742295	0.899497
correct_times_line_valid_plus_0p1_format	3409	band_ood	invalid_but_correct	0.556172	0.253060	0.100000
