run_name,shortcut_tag,schema,seed,reward_short,condition,log_path,step,critic/score/mean,train_aux/reward/format/mean,train_aux/reward/correct/mean,train_aux/reward/citation_free_valid/mean,train_aux/reward/citation_free_line_valid/mean,response_length/mean,actor/entropy,actor/pg_loss,derived_main_reward_event
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,15,1.100000023841858,1.0,1.0,1.0,1.0,192.90625,0.016706490889191628,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,16,1.084375023841858,1.0,0.984375,0.96875,0.9973958333333333,255.625,0.020003190264105797,-0.0033064745366573334,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,17,1.100000023841858,1.0,1.0,1.0,1.0,253.734375,0.01858527772128582,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,18,1.0984375476837158,0.984375,1.0,0.96875,0.96875,268.125,0.02361975982785225,-0.00046309083700180054,0.9984375476837158
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,19,1.100000023841858,1.0,1.0,1.0,1.0,213.828125,0.018367215991020203,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,20,1.100000023841858,1.0,1.0,0.984375,0.9973958333333334,220.5625,0.016351765021681786,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,21,1.084375023841858,1.0,0.984375,0.984375,0.9895833333333333,268.34375,0.02132435515522957,0.0006333098281174898,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,22,1.100000023841858,1.0,1.0,1.0,1.0,235.6875,0.018635084852576256,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,23,1.084375023841858,1.0,0.984375,0.984375,0.9947916666666667,230.53125,0.026214316487312317,-0.0009964723140001297,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,24,1.100000023841858,1.0,1.0,1.0,1.0,217.140625,0.018836362287402153,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,25,1.100000023841858,1.0,1.0,1.0,1.0,224.59375,0.01712026074528694,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,26,1.100000023841858,1.0,1.0,1.0,1.0,198.53125,0.015905117616057396,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,27,1.100000023841858,1.0,1.0,1.0,1.0,229.90625,0.017503343522548676,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,28,1.084375023841858,1.0,0.984375,1.0,1.0,239.15625,0.01969839259982109,0.0008718185126781464,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,29,1.100000023841858,1.0,1.0,1.0,1.0,236.25,0.018052054569125175,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,30,1.084375023841858,1.0,0.984375,1.0,1.0,218.484375,0.017905713990330696,0.0016476381570100784,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,31,1.084375023841858,1.0,0.984375,1.0,1.0,220.53125,0.018516894429922104,0.00034562312066555023,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,32,1.100000023841858,1.0,1.0,1.0,1.0,203.921875,0.017211034893989563,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,33,1.100000023841858,1.0,1.0,1.0,1.0,202.890625,0.015749698504805565,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,34,1.100000023841858,1.0,1.0,1.0,1.0,212.625,0.01847168058156967,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,35,1.084375023841858,1.0,0.984375,0.984375,0.9866071428571428,236.28125,0.026553893461823463,0.032268354669213295,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,36,1.084375023841858,1.0,0.984375,1.0,1.0,284.6875,0.027387401089072227,0.0017438321956433356,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,37,1.100000023841858,1.0,1.0,1.0,1.0,243.125,0.018542172387242317,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,38,1.100000023841858,1.0,1.0,1.0,1.0,248.78125,0.019733844324946404,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,39,1.0984375476837158,0.984375,1.0,0.984375,0.984375,224.328125,0.016944311559200287,-0.006991608999669552,0.9984375476837158
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,40,1.084375023841858,1.0,0.984375,1.0,1.0,249.421875,0.02016349881887436,-0.00025207456201314926,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,41,1.084375023841858,1.0,0.984375,0.984375,0.996875,225.375,0.01971028745174408,0.003246717154979706,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,42,1.100000023841858,1.0,1.0,1.0,1.0,243.015625,0.01991497166454792,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,43,1.100000023841858,1.0,1.0,1.0,1.0,271.078125,0.02050233818590641,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,44,1.100000023841858,1.0,1.0,1.0,1.0,232.046875,0.017707357183098793,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,45,1.100000023841858,1.0,1.0,1.0,1.0,214.046875,0.01675114966928959,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,46,1.0828124284744263,0.984375,0.984375,0.96875,0.98125,254.0625,0.018956907093524933,0.0014117114478722215,0.9828124284744263
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,47,1.100000023841858,1.0,1.0,1.0,1.0,250.890625,0.020461367443203926,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,48,1.100000023841858,1.0,1.0,0.984375,0.98828125,210.84375,0.020853202790021896,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,49,1.100000023841858,1.0,1.0,1.0,1.0,245.359375,0.019461484625935555,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,50,1.100000023841858,1.0,1.0,0.984375,0.9934895833333334,237.578125,0.02020346373319626,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,51,1.084375023841858,1.0,0.984375,1.0,1.0,260.015625,0.01945916749536991,-3.2125040888786316e-05,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,52,1.100000023841858,1.0,1.0,0.984375,0.9895833333333333,234.4375,0.03031505085527897,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,53,1.068750023841858,1.0,0.96875,1.0,1.0,261.5,0.02047121152281761,0.002220737747848034,0.9687500238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,54,1.100000023841858,1.0,1.0,1.0,1.0,199.703125,0.0199296735227108,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,55,1.084375023841858,1.0,0.984375,1.0,1.0,261.34375,0.019440237432718277,-0.0008911304175853729,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,56,1.0671875476837158,0.984375,0.96875,1.0,1.0,200.65625,0.030564770102500916,0.05960047524422407,0.9671875476837158
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,57,1.100000023841858,1.0,1.0,1.0,1.0,180.234375,0.013523238711059093,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,58,1.084375023841858,1.0,0.984375,0.984375,0.984375,220.6875,0.019938617944717407,0.0217745304107666,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,59,1.084375023841858,1.0,0.984375,1.0,1.0,241.03125,0.018058251589536667,-0.00043548084795475006,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,60,1.100000023841858,1.0,1.0,1.0,1.0,278.734375,0.022068262100219727,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,61,1.100000023841858,1.0,1.0,1.0,1.0,244.296875,0.01952461339533329,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,62,1.100000023841858,1.0,1.0,0.96875,0.9817708333333334,261.84375,0.02050522342324257,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,63,1.100000023841858,1.0,1.0,1.0,1.0,220.125,0.016864346340298653,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,64,1.100000023841858,1.0,1.0,1.0,1.0,208.109375,0.016104893758893013,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,65,1.100000023841858,1.0,1.0,0.984375,0.9947916666666667,202.3125,0.022289661690592766,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,66,1.084375023841858,1.0,0.984375,0.984375,1.0,207.765625,0.02234881930053234,0.026382766664028168,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,67,1.100000023841858,1.0,1.0,1.0,1.0,236.84375,0.01872524991631508,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,68,1.100000023841858,1.0,1.0,1.0,1.0,210.171875,0.016571760177612305,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,69,1.100000023841858,1.0,1.0,0.96875,0.9791666666666666,234.015625,0.021386291831731796,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,70,1.100000023841858,1.0,1.0,1.0,1.0,244.28125,0.01888135075569153,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,71,1.084375023841858,1.0,0.984375,0.96875,0.9833333333333334,252.4375,0.024179723113775253,0.02045607939362526,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,72,1.100000023841858,1.0,1.0,0.984375,0.996875,259.875,0.019774693995714188,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,73,1.100000023841858,1.0,1.0,1.0,1.0,243.421875,0.0187629796564579,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,74,1.100000023841858,1.0,1.0,1.0,1.0,219.625,0.016977841034531593,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,75,1.100000023841858,1.0,1.0,1.0,1.0,185.84375,0.015299695543944836,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,76,1.100000023841858,1.0,1.0,1.0,1.0,211.0,0.018363913521170616,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,77,1.100000023841858,1.0,1.0,1.0,1.0,234.75,0.01850360631942749,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,78,1.068750023841858,1.0,0.96875,0.984375,0.984375,219.40625,0.025929691269993782,0.027409263462501166,0.9687500238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,79,1.084375023841858,1.0,0.984375,1.0,1.0,234.28125,0.020229343324899673,-0.0003203917294740677,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,80,1.100000023841858,1.0,1.0,1.0,1.0,215.078125,0.016123514622449875,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,81,1.100000023841858,1.0,1.0,1.0,1.0,221.640625,0.01858852431178093,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,82,1.0828124284744263,0.984375,0.984375,0.984375,0.984375,217.875,0.017771825194358826,-0.019294802099466324,0.9828124284744263
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,83,1.068750023841858,1.0,0.96875,0.984375,0.9869791666666666,226.53125,0.01934153027832508,0.0019874905701726675,0.9687500238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,84,1.100000023841858,1.0,1.0,1.0,1.0,233.40625,0.01982933282852173,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,85,1.084375023841858,1.0,0.984375,0.984375,0.99609375,228.5625,0.023309534415602684,0.013916131108999252,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,86,1.100000023841858,1.0,1.0,1.0,1.0,238.375,0.0187391247600317,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,87,1.100000023841858,1.0,1.0,1.0,1.0,205.984375,0.017740722745656967,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,88,1.100000023841858,1.0,1.0,1.0,1.0,211.0,0.018534120172262192,0.0,1.0
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,89,1.084375023841858,1.0,0.984375,0.984375,0.9921875,266.546875,0.021648360416293144,-0.000266343355178833,0.9843750238418579
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,90,1.0828124284744263,0.984375,0.984375,0.984375,0.984375,272.59375,0.022776152938604355,0.09200102189788595,0.9828124284744263
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,logs/posttrain_hfsa_easy500_3605316_0.out,91,1.100000023841858,1.0,1.0,1.0,1.0,249.109375,0.0196052435785532,0.0,1.0
