template,train_max,seed,depth,in_train,greedy_correct,greedy_valid,correct1,valid1,joint1,correct2,valid2,joint2,correct4,valid4,joint4,correct8,valid8,joint8,correct16,valid16,joint16
logic,5,3408,40,0,0.0,0.0,0.0,0.005859375,0.0,0.0,0.011458333333333334,0.0,0.0,0.021875,0.0,0.0,0.03958333333333333,0.0,0.0,0.0625,0.0
logic,5,3408,45,0,0.0,0.03125,0.001953125,0.005859375,0.0,0.00390625,0.01171875,0.0,0.0078125,0.0234375,0.0,0.015625,0.046875,0.0,0.03125,0.09375,0.0
logic,5,3408,50,0,0.0,0.0,0.001953125,0.0078125,0.0,0.00390625,0.015625,0.0,0.0078125,0.03125,0.0,0.015625,0.0625,0.0,0.03125,0.125,0.0
logic,5,3409,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,5,3409,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,5,3409,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,5,3409,10,0,0.375,0.1875,0.2890625,0.134765625,0.1328125,0.490625,0.24375,0.24140625,0.7291895604395604,0.40661057692307695,0.4051682692307692,0.9066797785547785,0.6038825757575758,0.6037951631701631,0.96875,0.78125,0.78125
logic,5,3409,12,0,0.34375,0.0625,0.21484375,0.015625,0.015625,0.375,0.030208333333333334,0.030208333333333334,0.5855254120879121,0.056473214285714286,0.056473214285714286,0.7820488539238539,0.09895833333333333,0.09895833333333333,0.90625,0.15625,0.15625
logic,5,3409,15,0,0.03125,0.0,0.111328125,0.0,0.0,0.20703125,0.0,0.0,0.3600274725274725,0.0,0.0,0.558974358974359,0.0,0.0,0.75,0.0,0.0
logic,5,3409,18,0,0.125,0.0,0.07421875,0.0,0.0,0.13645833333333335,0.0,0.0,0.23650412087912087,0.0,0.0,0.3845935314685315,0.0,0.0,0.59375,0.0,0.0
logic,5,3409,20,0,0.0625,0.0,0.041015625,0.0,0.0,0.07942708333333333,0.0,0.0,0.1495364010989011,0.0,0.0,0.26963141025641024,0.0,0.0,0.46875,0.0,0.0
logic,5,3409,25,0,0.125,0.0,0.052734375,0.0,0.0,0.10260416666666666,0.0,0.0,0.19419642857142858,0.0,0.0,0.34791666666666665,0.0,0.0,0.5625,0.0,0.0
logic,5,3409,30,0,0.03125,0.0,0.033203125,0.0,0.0,0.0640625,0.0,0.0,0.1196256868131868,0.0,0.0,0.21129807692307692,0.0,0.0,0.34375,0.0,0.0
logic,5,3409,35,0,0.03125,0.0,0.01953125,0.0,0.0,0.03828125,0.0,0.0,0.07343749999999999,0.0,0.0,0.134375,0.0,0.0,0.21875,0.0,0.0
logic,5,3409,40,0,0.0625,0.0,0.0234375,0.0,0.0,0.04609375,0.0,0.0,0.08928571428571429,0.0,0.0,0.16875,0.0,0.0,0.3125,0.0,0.0
logic,5,3409,45,0,0.09375,0.0,0.03125,0.0,0.0,0.06041666666666667,0.0,0.0,0.11337568681318681,0.0,0.0,0.2029647435897436,0.0,0.0,0.34375,0.0,0.0
logic,5,3409,50,0,0.03125,0.0,0.013671875,0.0,0.0,0.027083333333333334,0.0,0.0,0.053125,0.0,0.0,0.10208333333333333,0.0,0.0,0.1875,0.0,0.0
logic,10,3407,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3407,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3407,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3407,10,1,1.0,1.0,0.994140625,0.994140625,0.994140625,0.99921875,0.99921875,0.99921875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3407,12,0,0.9375,0.90625,0.912109375,0.880859375,0.873046875,0.98515625,0.9752604166666666,0.9739583333333334,0.9991071428571429,0.9983688186813187,0.9983516483516484,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3407,15,0,0.90625,0.78125,0.853515625,0.79296875,0.765625,0.95625,0.90703125,0.8893229166666666,0.9874656593406593,0.9520260989010989,0.9444539835164836,0.9986888111888111,0.9673295454545454,0.9662150349650349,1.0,0.96875,0.96875
logic,10,3407,18,0,0.53125,0.53125,0.56640625,0.46875,0.44140625,0.7893229166666667,0.6986979166666667,0.6653645833333333,0.9313701923076924,0.8819368131868132,0.8544471153846154,0.989690170940171,0.9720862470862471,0.9612665112665113,1.0,1.0,1.0
logic,10,3407,20,0,0.375,0.34375,0.345703125,0.25,0.220703125,0.553125,0.4231770833333333,0.37604166666666666,0.7648523351648352,0.631404532967033,0.5656421703296703,0.9072163947163947,0.8011970668220668,0.7218410062160062,0.96875,0.90625,0.8125
logic,10,3407,25,0,0.15625,0.0,0.103515625,0.013671875,0.0078125,0.19635416666666666,0.02682291666666667,0.015364583333333334,0.3543440934065934,0.0515625,0.0296875,0.5836538461538461,0.09479166666666666,0.05520833333333333,0.8125,0.15625,0.09375
logic,10,3407,30,0,0.09375,0.0,0.05859375,0.00390625,0.0,0.11145833333333333,0.0078125,0.0,0.2021978021978022,0.015625,0.0,0.3371794871794872,0.03125,0.0,0.5,0.0625,0.0
logic,10,3407,35,0,0.0,0.0,0.033203125,0.005859375,0.0,0.0640625,0.01171875,0.0,0.1196256868131868,0.0234375,0.0,0.21129807692307692,0.046875,0.0,0.34375,0.09375,0.0
logic,10,3407,40,0,0.09375,0.0,0.041015625,0.00390625,0.0,0.08072916666666667,0.007552083333333334,0.0,0.15647321428571428,0.014062499999999999,0.0,0.2947916666666667,0.02395833333333333,0.0,0.53125,0.03125,0.0
logic,10,3407,45,0,0.03125,0.03125,0.029296875,0.0078125,0.0,0.0578125,0.015625,0.0,0.11249999999999999,0.03125,0.0,0.2125,0.0625,0.0,0.375,0.125,0.0
logic,10,3407,50,0,0.0,0.03125,0.025390625,0.00390625,0.0,0.04947916666666667,0.0078125,0.0,0.09397321428571428,0.015625,0.0,0.16979166666666667,0.03125,0.0,0.28125,0.0625,0.0
logic,10,3408,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3408,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3408,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3408,10,1,1.0,1.0,0.998046875,1.0,0.998046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3408,12,0,1.0,1.0,0.994140625,0.99609375,0.994140625,0.9997395833333333,0.9997395833333333,0.9997395833333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3408,15,0,0.90625,0.8125,0.869140625,0.818359375,0.810546875,0.96953125,0.9328125,0.9317708333333333,0.9967891483516483,0.9645947802197802,0.9645947802197802,0.9999951437451438,0.9687257187257188,0.9687257187257188,1.0,0.96875,0.96875
logic,10,3408,18,0,0.71875,0.65625,0.630859375,0.572265625,0.546875,0.8127604166666667,0.7854166666666667,0.7580729166666667,0.9215831043956044,0.9225103021978022,0.902918956043956,0.9694153069153069,0.9756750194250194,0.9682765151515151,1.0,1.0,1.0
logic,10,3408,20,0,0.34375,0.03125,0.23828125,0.021484375,0.017578125,0.40182291666666664,0.0421875,0.034895833333333334,0.6096497252747253,0.08147321428571429,0.06875,0.8139981546231546,0.153125,0.13333333333333333,0.96875,0.28125,0.25
logic,10,3408,25,0,0.09375,0.0,0.080078125,0.00390625,0.0,0.15234375,0.0078125,0.0,0.2767342032967033,0.015625,0.0,0.4651442307692308,0.03125,0.0,0.71875,0.0625,0.0
logic,10,3408,30,0,0.03125,0.0,0.037109375,0.0,0.0,0.07239583333333333,0.0,0.0,0.13837568681318682,0.0,0.0,0.25713141025641023,0.0,0.0,0.46875,0.0,0.0
logic,10,3408,35,0,0.0625,0.0,0.0390625,0.0,0.0,0.07552083333333334,0.0,0.0,0.1415006868131868,0.0,0.0,0.25088141025641025,0.0,0.0,0.40625,0.0,0.0
logic,10,3408,40,0,0.0,0.0,0.02734375,0.001953125,0.0,0.05390625,0.00390625,0.0,0.10468749999999999,0.0078125,0.0,0.196875,0.015625,0.0,0.34375,0.03125,0.0
logic,10,3408,45,0,0.03125,0.0,0.025390625,0.0,0.0,0.05,0.0,0.0,0.09687499999999999,0.0,0.0,0.18125,0.0,0.0,0.3125,0.0,0.0
logic,10,3408,50,0,0.0,0.0,0.013671875,0.0,0.0,0.027083333333333334,0.0,0.0,0.053125,0.0,0.0,0.10208333333333333,0.0,0.0,0.1875,0.0,0.0
logic,10,3409,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3409,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3409,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3409,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3409,12,0,0.96875,0.9375,0.99609375,0.978515625,0.978515625,1.0,0.996875,0.996875,1.0,0.9999656593406594,0.9999656593406594,1.0,1.0,1.0,1.0,1.0,1.0
logic,10,3409,15,0,1.0,0.90625,0.966796875,0.876953125,0.875,0.9981770833333333,0.9635416666666666,0.96328125,1.0,0.9926167582417582,0.9926167582417582,1.0,0.999599358974359,0.999599358974359,1.0,1.0,1.0
logic,10,3409,18,0,0.96875,0.875,0.6328125,0.521484375,0.513671875,0.82109375,0.7354166666666666,0.72421875,0.9326751373626374,0.896926510989011,0.8856799450549451,0.9847173659673659,0.9752209595959596,0.969874222999223,1.0,1.0,1.0
logic,10,3409,20,0,0.28125,0.0,0.31640625,0.07421875,0.0703125,0.51875,0.14114583333333333,0.13411458333333334,0.7487637362637363,0.25659340659340657,0.2454326923076923,0.9254856254856255,0.4327724358974359,0.4202724358974359,1.0,0.65625,0.65625
logic,10,3409,25,0,0.21875,0.0,0.197265625,0.0,0.0,0.3494791666666667,0.0,0.0,0.5578125,0.0,0.0,0.7604749417249417,0.0,0.0,0.875,0.0,0.0
logic,10,3409,30,0,0.09375,0.0,0.068359375,0.013671875,0.0,0.13203125,0.027083333333333334,0.0,0.2466346153846154,0.053125,0.0,0.43317307692307694,0.10208333333333333,0.0,0.6875,0.1875,0.0
logic,10,3409,35,0,0.03125,0.0,0.0625,0.009765625,0.0,0.11979166666666667,0.01953125,0.0,0.21986607142857142,0.0390625,0.0,0.3697916666666667,0.078125,0.0,0.53125,0.15625,0.0
logic,10,3409,40,0,0.0625,0.0,0.033203125,0.009765625,0.0,0.06458333333333334,0.01953125,0.0,0.12187499999999998,0.0390625,0.0,0.21458333333333332,0.078125,0.0,0.3125,0.15625,0.0
logic,10,3409,45,0,0.0,0.0,0.037109375,0.00390625,0.0,0.07213541666666667,0.0078125,0.0,0.13681318681318683,0.015625,0.0,0.2498397435897436,0.03125,0.0,0.4375,0.0625,0.0
logic,10,3409,50,0,0.0,0.0,0.017578125,0.013671875,0.001953125,0.03515625,0.027083333333333334,0.00390625,0.0703125,0.053125,0.0078125,0.140625,0.10208333333333333,0.015625,0.28125,0.1875,0.03125
logic,15,3407,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3407,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3407,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3407,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3407,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3407,15,1,1.0,1.0,0.998046875,0.998046875,0.998046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3407,18,0,1.0,1.0,0.9453125,0.935546875,0.935546875,0.9846354166666667,0.9838541666666667,0.9838541666666667,0.997235576923077,0.997235576923077,0.997235576923077,0.9999781468531469,0.9999781468531469,0.9999781468531469,1.0,1.0,1.0
logic,15,3407,20,0,0.25,0.0,0.359375,0.0234375,0.0234375,0.5864583333333333,0.04505208333333333,0.04505208333333333,0.8291723901098901,0.08368818681318682,0.08368818681318682,0.9776952214452215,0.14775641025641026,0.14775641025641026,1.0,0.25,0.25
logic,15,3407,25,0,0.1875,0.0,0.1328125,0.005859375,0.001953125,0.24947916666666667,0.01171875,0.00390625,0.44053914835164837,0.0234375,0.0078125,0.6919070512820513,0.046875,0.015625,0.90625,0.09375,0.03125
logic,15,3407,30,0,0.15625,0.0625,0.14453125,0.013671875,0.001953125,0.2651041666666667,0.02682291666666667,0.00390625,0.45252403846153844,0.0515625,0.0078125,0.691615675990676,0.09479166666666666,0.015625,0.90625,0.15625,0.03125
logic,15,3407,35,0,0.03125,0.0,0.056640625,0.001953125,0.0,0.10911458333333333,0.00390625,0.0,0.2026614010989011,0.0078125,0.0,0.35088141025641023,0.015625,0.0,0.53125,0.03125,0.0
logic,15,3407,40,0,0.09375,0.0,0.068359375,0.00390625,0.0,0.13255208333333335,0.0078125,0.0,0.24910714285714286,0.015625,0.0,0.4395833333333333,0.03125,0.0,0.6875,0.0625,0.0
logic,15,3407,45,0,0.0,0.0,0.01953125,0.001953125,0.0,0.0375,0.00390625,0.0,0.06919642857142858,0.0078125,0.0,0.11875,0.015625,0.0,0.1875,0.03125,0.0
logic,15,3407,50,0,0.1875,0.0,0.03125,0.009765625,0.0,0.062239583333333334,0.01901041666666667,0.0,0.1234375,0.0359375,0.0,0.24270833333333333,0.06354166666666666,0.0,0.46875,0.09375,0.0
logic,15,3408,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3408,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3408,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3408,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3408,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3408,15,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3408,18,0,0.96875,1.0,0.978515625,0.982421875,0.96875,0.99453125,0.9997395833333333,0.9942708333333333,0.9993990384615384,1.0,0.9993990384615384,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3408,20,0,0.53125,0.0,0.517578125,0.02734375,0.025390625,0.7570312499999999,0.05390625,0.05,0.9376201923076923,0.10491071428571429,0.09709821428571429,0.997086247086247,0.2,0.184375,1.0,0.375,0.34375
logic,15,3408,25,0,0.3125,0.03125,0.23046875,0.06640625,0.029296875,0.40625,0.12890625,0.0578125,0.645260989010989,0.24285714285714285,0.11249999999999999,0.874599358974359,0.43124999999999997,0.2125,1.0,0.6875,0.375
logic,15,3408,30,0,0.125,0.03125,0.181640625,0.03125,0.009765625,0.32864583333333336,0.06197916666666667,0.01953125,0.5430975274725275,0.121875,0.0390625,0.771933275058275,0.23541666666666666,0.078125,0.90625,0.4375,0.15625
logic,15,3408,35,0,0.09375,0.03125,0.14453125,0.013671875,0.00390625,0.2630208333333333,0.02734375,0.0078125,0.44476304945054945,0.0546875,0.015625,0.6768915112665113,0.109375,0.03125,0.90625,0.21875,0.0625
logic,15,3408,40,0,0.15625,0.0625,0.099609375,0.009765625,0.0,0.1890625,0.01901041666666667,0.0,0.34101991758241756,0.0359375,0.0,0.5588942307692307,0.06354166666666666,0.0,0.78125,0.09375,0.0
logic,15,3408,45,0,0.03125,0.03125,0.021484375,0.0546875,0.001953125,0.04088541666666667,0.10703125,0.00390625,0.07431318681318681,0.20513392857142856,0.0078125,0.12483974358974359,0.378125,0.015625,0.1875,0.65625,0.03125
logic,15,3408,50,0,0.03125,0.125,0.029296875,0.03125,0.0,0.05807291666666667,0.06145833333333334,0.0,0.1140625,0.11897321428571428,0.0,0.21979166666666666,0.22395833333333334,0.0,0.40625,0.40625,0.0
logic,15,3409,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3409,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3409,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3409,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3409,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3409,15,1,1.0,1.0,0.998046875,0.998046875,0.998046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3409,18,0,1.0,1.0,0.9921875,0.982421875,0.982421875,0.9997395833333333,0.99921875,0.99921875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,15,3409,20,0,0.53125,0.0,0.537109375,0.078125,0.078125,0.7768229166666667,0.146875,0.146875,0.9355940934065934,0.2641311813186813,0.2641311813186813,0.9829618298368299,0.44685314685314687,0.44685314685314687,1.0,0.6875,0.6875
logic,15,3409,25,0,0.5625,0.03125,0.408203125,0.01171875,0.009765625,0.6419270833333334,0.020833333333333336,0.016927083333333336,0.8626201923076924,0.03339629120879121,0.025583791208791208,0.98121114996115,0.046474358974358976,0.030849358974358976,1.0,0.0625,0.03125
logic,15,3409,30,0,0.28125,0.0,0.240234375,0.001953125,0.001953125,0.4197916666666667,0.00390625,0.00390625,0.6533653846153846,0.0078125,0.0078125,0.8603438228438228,0.015625,0.015625,1.0,0.03125,0.03125
logic,15,3409,35,0,0.1875,0.0,0.109375,0.0,0.0,0.19609375,0.0,0.0,0.3278502747252747,0.0,0.0,0.5077675796425797,0.0,0.0,0.71875,0.0,0.0
logic,15,3409,40,0,0.0,0.0,0.005859375,0.0,0.0,0.01171875,0.0,0.0,0.0234375,0.0,0.0,0.046875,0.0,0.0,0.09375,0.0,0.0
logic,15,3409,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logic,15,3409,50,0,0.03125,0.0,0.005859375,0.0,0.0,0.01171875,0.0,0.0,0.0234375,0.0,0.0,0.046875,0.0,0.0,0.09375,0.0,0.0
logic,20,3407,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3407,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3407,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3407,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3407,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3407,15,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3407,18,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3407,20,1,1.0,1.0,1.0,0.99609375,0.99609375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3407,25,0,0.34375,0.03125,0.439453125,0.03125,0.03125,0.6596354166666667,0.03125,0.03125,0.8582074175824176,0.03125,0.03125,0.9620192307692308,0.03125,0.03125,1.0,0.03125,0.03125
logic,20,3407,30,0,0.15625,0.0,0.248046875,0.001953125,0.0,0.42421875,0.00390625,0.0,0.6523351648351648,0.0078125,0.0,0.8676427738927739,0.015625,0.0,1.0,0.03125,0.0
logic,20,3407,35,0,0.125,0.0,0.1640625,0.001953125,0.0,0.2986979166666667,0.00390625,0.0,0.5003262362637363,0.0078125,0.0,0.7300262237762237,0.015625,0.0,0.875,0.03125,0.0
logic,20,3407,40,0,0.15625,0.0,0.08203125,0.0,0.0,0.15677083333333333,0.0,0.0,0.28701923076923075,0.0,0.0,0.48717948717948717,0.0,0.0,0.75,0.0,0.0
logic,20,3407,45,0,0.0,0.0,0.015625,0.00390625,0.0,0.03125,0.0078125,0.0,0.0625,0.015625,0.0,0.125,0.03125,0.0,0.25,0.0625,0.0
