template,train_max,depth,n,greedy_correct_mean,greedy_correct_std,greedy_valid_mean,greedy_valid_std,correct1_mean,correct1_std,valid1_mean,valid1_std,joint1_mean,joint1_std,correct2_mean,correct2_std,valid2_mean,valid2_std,joint2_mean,joint2_std,correct4_mean,correct4_std,valid4_mean,valid4_std,joint4_mean,joint4_std,correct8_mean,correct8_std,valid8_mean,valid8_std,joint8_mean,joint8_std,correct16_mean,correct16_std,valid16_mean,valid16_std,joint16_mean,joint16_std
logic,10,15,3,0.9375,0.04419417382415922,0.8333333333333334,0.05311478659992484,0.896484375,0.050125980611771245,0.8294270833333334,0.03516830426059767,0.8170572916666666,0.04488883899983906,0.9746527777777778,0.017495573045658925,0.9344618055555556,0.023099739602742413,0.928125,0.030303221422613855,0.9947516025641026,0.005316083681831914,0.9697458791208791,0.016966649076822056,0.9672218406593407,0.019749924931911616,0.9995613183113183,0.0006169588883775513,0.9785515410515411,0.014893965320107724,0.9781800375550376,0.01518039043820882,1.0,0.0,0.9791666666666666,0.01473139127471974,0.9791666666666666,0.01473139127471974
logic,10,18,3,0.7395833333333334,0.17921510973005472,0.6875,0.142064392676936,0.6100260416666666,0.030854155237168713,0.5208333333333334,0.042262584289368445,0.5006510416666666,0.04403082921591384,0.8077256944444444,0.013450099964060104,0.73984375,0.035540912579925234,0.7158854166666666,0.0383039780414032,0.9285428113553114,0.004950007483014656,0.9004578754578755,0.016751216948631527,0.8810153388278388,0.02006155108105379,0.9812742812742813,0.008627809762989203,0.9743274087024087,0.0015955451783864658,0.9664724164724164,0.0037384715549994276,1.0,0.0,1.0,0.0,1.0,0.0
logic,10,20,3,0.3333333333333333,0.03897559777889522,0.125,0.15520483776824312,0.3001302083333333,0.04533980558979205,0.115234375,0.09769530469062344,0.10286458333333333,0.08606071501467324,0.4912326388888889,0.06476101696309391,0.20217013888888888,0.16141301073856074,0.18168402777777778,0.14327655991994043,0.7077552655677656,0.06968133911262099,0.3231570512820513,0.2293892658231427,0.2932749542124542,0.2056568643020949,0.8822333916083916,0.04882265097983683,0.46236483423983427,0.26540049419509093,0.42514892514892516,0.24028199456889496,0.9791666666666666,0.01473139127471974,0.6145833333333334,0.2568505834570407,0.5729166666666666,0.23707930576543837
logic,10,25,3,0.15625,0.05103103630798288,0.0,0.0,0.126953125,0.05063078670631141,0.005859375,0.005749844314015525,0.0026041666666666665,0.003682847818679935,0.23272569444444444,0.08448968043791824,0.01154513888888889,0.01126400341598168,0.005121527777777778,0.007242934043403873,0.39629693223443224,0.11852224188928309,0.022395833333333334,0.021587897683398652,0.009895833333333333,0.013994821710983752,0.6030910062160062,0.12134910960218026,0.042013888888888885,0.03943992051522053,0.01840277777777778,0.02602545791867154,0.8020833333333334,0.06421264586426018,0.07291666666666667,0.06421264586426018,0.03125,0.04419417382415922
logic,10,30,3,0.07291666666666667,0.02946278254943948,0.0,0.0,0.0546875,0.013053344827970978,0.005859375,0.005749844314015525,0.0,0.0,0.10529513888888888,0.02473303397714292,0.011631944444444445,0.011381794029919281,0.0,0.0,0.1957360347985348,0.04443208099485547,0.022916666666666665,0.02229264016565906,0.0,0.0,0.3424946581196581,0.07196691546484804,0.044444444444444446,0.04270692183756055,0.0,0.0,0.5520833333333334,0.09660019266141358,0.08333333333333333,0.07795119555779044,0.0,0.0
logic,10,35,3,0.03125,0.02551551815399144,0.0,0.0,0.044921875,0.012657696676577852,0.005208333333333333,0.004013290366516261,0.0,0.0,0.08645833333333333,0.024029935275648413,0.010416666666666666,0.008026580733032522,0.0,0.0,0.160330815018315,0.04303459052999291,0.020833333333333332,0.016053161466065044,0.0,0.0,0.27732371794871796,0.06735206616243405,0.041666666666666664,0.03210632293213009,0.0,0.0,0.4270833333333333,0.07795119555779044,0.08333333333333333,0.06421264586426018,0.0,0.0
logic,10,40,3,0.052083333333333336,0.03897559777889522,0.0,0.0,0.033854166666666664,0.00560047217906421,0.005208333333333333,0.0033196741624953027,0.0,0.0,0.06640625,0.011026014193924731,0.01032986111111111,0.006674438467618432,0.0,0.0,0.12767857142857142,0.021536033865985422,0.0203125,0.013501543121683042,0.0,0.0,0.23541666666666666,0.042602341376275804,0.03923611111111111,0.02770824631008334,0.0,0.0,0.3958333333333333,0.09660019266141358,0.07291666666666667,0.05892556509887896,0.0,0.0
logic,10,45,3,0.020833333333333332,0.01473139127471974,0.010416666666666666,0.01473139127471974,0.030598958333333332,0.0048719497223619025,0.00390625,0.00318943976924893,0.0,0.0,0.05998263888888889,0.009166107674454376,0.0078125,0.00637887953849786,0.0,0.0,0.11539606227106226,0.01643279391926716,0.015625,0.01275775907699572,0.0,0.0,0.21452991452991452,0.028038409918963687,0.03125,0.02551551815399144,0.0,0.0,0.375,0.05103103630798288,0.0625,0.05103103630798288,0.0,0.0
logic,10,50,3,0.0,0.0,0.010416666666666666,0.01473139127471974,0.018880208333333332,0.0048719497223619025,0.005859375,0.005749844314015525,0.0006510416666666666,0.0009207119546699837,0.03723958333333333,0.009260977126521963,0.011631944444444445,0.011381794029919281,0.0013020833333333333,0.0018414239093399675,0.07247023809523809,0.016745865715625443,0.022916666666666665,0.02229264016565906,0.0026041666666666665,0.003682847818679935,0.1375,0.02772999362236307,0.044444444444444446,0.04270692183756055,0.005208333333333333,0.00736569563735987,0.25,0.04419417382415922,0.08333333333333333,0.07795119555779044,0.010416666666666666,0.01473139127471974
logic,15,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,15,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,15,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,15,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,15,12,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,15,15,3,1.0,0.0,1.0,0.0,0.9986979166666666,0.0009207119546699837,0.9986979166666666,0.0009207119546699837,0.9986979166666666,0.0009207119546699837,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,15,18,3,0.9895833333333334,0.01473139127471974,1.0,0.0,0.9720052083333334,0.019682573512800748,0.966796875,0.02209708691207961,0.9622395833333334,0.019682573512800748,0.99296875,0.006264450886343314,0.9942708333333333,0.007368764038091739,0.9924479166666667,0.006403638243579165,0.9988782051282051,0.001187142018431794,0.9990785256410256,0.0013031615358405748,0.9988782051282051,0.001187142018431794,0.9999927156177156,1.0301672220062287e-05,0.9999927156177156,1.0301672220062287e-05,0.9999927156177156,1.0301672220062287e-05,1.0,0.0,1.0,0.0,1.0,0.0
logic,15,20,3,0.4375,0.13258252147247765,0.0,0.0,0.4713541666666667,0.07958168866919683,0.04296875,0.024910320924100247,0.042317708333333336,0.02533213080513505,0.7067708333333333,0.08545661963650958,0.08194444444444444,0.04605490817422969,0.08064236111111112,0.046877089716794045,0.9007955586080586,0.05065198231380511,0.15091002747252746,0.08052689478996597,0.1483058608058608,0.08208363971432506,0.9859144327894328,0.008187037193006896,0.2648698523698524,0.1304371822515069,0.259661519036519,0.13320600442467928,1.0,0.0,0.4375,0.1839950180484968,0.4270833333333333,0.18807781338820612
logic,15,25,3,0.3541666666666667,0.15590239111558088,0.020833333333333332,0.01473139127471974,0.2571614583333333,0.11400109529619722,0.027994791666666668,0.02726613488459886,0.013671875,0.01149968862803105,0.43255208333333334,0.16129205707816066,0.05381944444444445,0.05322461951477234,0.02621527777777778,0.022966263145375965,0.6494734432234432,0.17233960754785885,0.09989697802197803,0.10116982728019983,0.04863209706959706,0.045740474172971744,0.8492391867391867,0.11946148369517716,0.17486645299145298,0.18129061845707062,0.08632478632478632,0.08943557713436119,0.96875,0.04419417382415922,0.28125,0.28754528628838044,0.14583333333333334,0.16204530402191714
logic,15,30,3,0.1875,0.06750771560841522,0.03125,0.02551551815399144,0.18880208333333334,0.03939743560001893,0.015625,0.012039871099548781,0.004557291666666667,0.003682847818679935,0.33784722222222224,0.06348519424336105,0.03090277777777778,0.023883046463378865,0.009114583333333334,0.00736569563735987,0.5496623168498168,0.08212443374091292,0.06041666666666667,0.046984825047266296,0.018229166666666668,0.01473139127471974,0.7746309246309246,0.06890938431513706,0.11527777777777777,0.09089134445541874,0.036458333333333336,0.02946278254943948,0.9375,0.04419417382415922,0.20833333333333334,0.16989069198229262,0.07291666666666667,0.05892556509887896
logic,15,35,3,0.10416666666666667,0.06421264586426018,0.010416666666666666,0.01473139127471974,0.103515625,0.036119613298646346,0.005208333333333333,0.006037512041338349,0.0013020833333333333,0.0018414239093399675,0.18940972222222222,0.0630094734558024,0.010416666666666666,0.012075024082676697,0.0026041666666666665,0.003682847818679935,0.3250915750915751,0.0988568320060144,0.020833333333333332,0.024150048165353395,0.005208333333333333,0.00736569563735987,0.5118468337218337,0.13312431965531668,0.041666666666666664,0.04830009633070679,0.010416666666666666,0.01473139127471974,0.71875,0.15309310892394862,0.08333333333333333,0.09660019266141358,0.020833333333333332,0.02946278254943948
logic,15,40,3,0.08333333333333333,0.06421264586426018,0.020833333333333332,0.02946278254943948,0.057942708333333336,0.03897559777889522,0.004557291666666667,0.004013290366516261,0.0,0.0,0.11111111111111112,0.07397066032507395,0.008940972222222223,0.0078018832182712924,0.0,0.0,0.20452152014652014,0.13343052200488403,0.017187499999999998,0.014712965512318264,0.0,0.0,0.3484508547008547,0.2187384582336526,0.03159722222222222,0.025941938672712286,0.0,0.0,0.5208333333333334,0.3044091499208845,0.052083333333333336,0.03897559777889522,0.0,0.0
logic,15,45,3,0.010416666666666666,0.01473139127471974,0.010416666666666666,0.01473139127471974,0.013671875,0.009700302360515195,0.018880208333333332,0.02533213080513505,0.0006510416666666666,0.0009207119546699837,0.026128472222222223,0.01852724223051585,0.03697916666666667,0.049559966920696745,0.0013020833333333333,0.0018414239093399675,0.047836538461538465,0.033889979961760935,0.07098214285714285,0.09491324107419093,0.0026041666666666665,0.003682847818679935,0.0811965811965812,0.05746845420319428,0.13125,0.17468349354379956,0.005208333333333333,0.00736569563735987,0.125,0.08838834764831845,0.22916666666666666,0.3022628776780606,0.010416666666666666,0.01473139127471974
logic,15,50,3,0.08333333333333333,0.0736569563735987,0.041666666666666664,0.05892556509887896,0.022135416666666668,0.011536487725696192,0.013671875,0.013053344827970978,0.0,0.0,0.04401041666666667,0.022896929632028704,0.02682291666666667,0.02569121835978561,0.0,0.0,0.08697916666666666,0.04509346004565284,0.05163690476190476,0.04982308642772753,0.0,0.0,0.16979166666666667,0.08741728895022659,0.09583333333333334,0.09423869541203848,0.0,0.0,0.3229166666666667,0.1640418307085794,0.16666666666666666,0.17368054167221944,0.0,0.0
logic,20,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,12,3,1.0,0.0,1.0,0.0,0.9993489583333334,0.0009207119546699837,0.9993489583333334,0.0009207119546699837,0.9993489583333334,0.0009207119546699837,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,15,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,18,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,20,3,1.0,0.0,1.0,0.0,0.998046875,0.0027621358640099515,0.9954427083333334,0.0009207119546699837,0.9954427083333334,0.0009207119546699837,0.9997395833333333,0.0003682847818679726,0.9996527777777778,0.00032479664815744175,0.9996527777777778,0.00032479664815744175,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,25,3,0.4479166666666667,0.12586506222494345,0.20833333333333334,0.16989069198229262,0.4674479166666667,0.1472534786289138,0.13020833333333334,0.10972708089079912,0.08854166666666667,0.05359144694598093,0.6633680555555556,0.15534813994476357,0.20043402777777777,0.18546010499551108,0.13046875,0.09180884846065382,0.8333562271062271,0.11988592665862186,0.28977220695970696,0.2777463881200771,0.18816964285714285,0.14353376918587418,0.9347683566433567,0.0655841014092016,0.37544110981610984,0.3569729487925449,0.25721315721315724,0.20541919698301367,0.96875,0.04419417382415922,0.4375,0.3928064090617667,0.3333333333333333,0.27043239553639936
logic,20,30,3,0.3333333333333333,0.16989069198229262,0.08333333333333333,0.06421264586426018,0.3365885416666667,0.1580489968516598,0.05078125,0.03497493754834191,0.033854166666666664,0.024773824987552668,0.5279513888888888,0.1998887871372147,0.09401041666666667,0.06449226329927461,0.06319444444444444,0.04593252629075193,0.723345924908425,0.17609837670958528,0.16504693223443223,0.11215732796530792,0.11268887362637363,0.08144111023956013,0.8764406889406889,0.0970693096332214,0.27174792799792796,0.18160535273241,0.18918188293188293,0.13696598290535586,0.96875,0.04419417382415922,0.4166666666666667,0.27282918445226656,0.2916666666666667,0.21245914639969937
logic,20,35,3,0.22916666666666666,0.12586506222494345,0.03125,0.02551551815399144,0.255859375,0.13678383867305163,0.024088541666666668,0.016366933710906945,0.014973958333333334,0.01720031876773816,0.42508680555555556,0.1887718885497409,0.046961805555555555,0.03166844651126304,0.028906249999999998,0.033109464167770095,0.6299622252747253,0.19177144499202164,0.08928571428571429,0.05936017313980035,0.05386904761904762,0.06136764755227117,0.8221590909090909,0.11991639957813403,0.16180555555555554,0.10497027981796432,0.09375,0.10583388013856992,0.9479166666666666,0.05311478659992484,0.2708333333333333,0.16989069198229262,0.14583333333333334,0.1640418307085794
logic,20,40,3,0.17708333333333334,0.15380024021076458,0.010416666666666666,0.01473139127471974,0.17643229166666666,0.11601335984975382,0.016276041666666668,0.015488772465325937,0.009765625,0.011163039192371254,0.3032986111111111,0.1759828876092462,0.032031250000000004,0.03041937178800463,0.01935763888888889,0.022083101304686006,0.47592147435897436,0.21749722599437663,0.06197916666666667,0.05860705867375438,0.03802083333333333,0.043194639826281946,0.6708195739445739,0.1980531521032149,0.11562499999999999,0.10829660167883931,0.07326388888888889,0.08250602063703003,0.8541666666666666,0.10622957319984969,0.19791666666666666,0.18102236663523716,0.13541666666666666,0.14950729265007628
logic,20,45,3,0.052083333333333336,0.03897559777889522,0.0,0.0,0.08984375,0.076612972309144,0.010416666666666666,0.00560047217906421,0.0026041666666666665,0.003682847818679935,0.16111111111111112,0.1323103479081672,0.020572916666666666,0.010989048499360457,0.005121527777777778,0.007242934043403873,0.26750228937728937,0.2037100924549882,0.04010416666666666,0.021130690390729994,0.009895833333333333,0.013994821710983752,0.40100767288267286,0.2619738623961877,0.07604166666666666,0.038873384806269395,0.01840277777777778,0.02602545791867154,0.53125,0.2589542269720011,0.13541666666666666,0.06421264586426018,0.03125,0.04419417382415922
logic,20,50,3,0.08333333333333333,0.09660019266141358,0.0,0.0,0.06770833333333333,0.05967605738557806,0.006510416666666667,0.0048719497223619025,0.0006510416666666666,0.0009207119546699837,0.12682291666666667,0.10841155529361506,0.012934027777777779,0.009651435008524143,0.0013020833333333333,0.0018414239093399675,0.2250114468864469,0.18098655907758962,0.025520833333333333,0.01893714475281025,0.0026041666666666665,0.003682847818679935,0.36820852758352757,0.26330273252415304,0.049652777777777775,0.03644675742152119,0.005208333333333333,0.00736569563735987,0.5520833333333334,0.3210632293213009,0.09375,0.06750771560841522,0.010416666666666666,0.01473139127471974
logic,25,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
