template,train_max,seed,elapsed_hours,ood_valid_given_correct16,greedy_train_correct,greedy_train_valid,greedy_ood_correct,greedy_ood_valid,greedy_hard_correct,greedy_hard_valid,greedy_depth50_correct,greedy_depth50_valid,train_correct1,train_valid1,train_joint1,ood_correct1,ood_valid1,ood_joint1,hard_correct1,hard_valid1,hard_joint1,depth50_correct1,depth50_valid1,depth50_joint1,train_correct2,train_valid2,train_joint2,ood_correct2,ood_valid2,ood_joint2,hard_correct2,hard_valid2,hard_joint2,depth50_correct2,depth50_valid2,depth50_joint2,train_correct4,train_valid4,train_joint4,ood_correct4,ood_valid4,ood_joint4,hard_correct4,hard_valid4,hard_joint4,depth50_correct4,depth50_valid4,depth50_joint4,train_correct8,train_valid8,train_joint8,ood_correct8,ood_valid8,ood_joint8,hard_correct8,hard_valid8,hard_joint8,depth50_correct8,depth50_valid8,depth50_joint8,train_correct16,train_valid16,train_joint16,ood_correct16,ood_valid16,ood_joint16,hard_correct16,hard_valid16,hard_joint16,depth50_correct16,depth50_valid16,depth50_joint16
logic,20,3408,10.045594551890002,0.2602739726027397,1.0,1.0,0.15104166666666666,0.109375,0.4340277777777778,0.40625,0.03125,0.0,1.0,0.99951171875,0.99951171875,0.14453125,0.07259114583333333,0.035481770833333336,0.4296875,0.3812934027777778,0.3565538194444444,0.041015625,0.01171875,0.0,1.0,0.9999674479166667,0.9999674479166667,0.2506510416666667,0.1247829861111111,0.05894097222222222,0.5004340277777778,0.41649305555555555,0.37259837962962966,0.08046875,0.023177083333333334,0.0,1.0,1.0,1.0,0.4043440934065934,0.20119906135531138,0.09401041666666667,0.6028960622710623,0.46746604090354094,0.39600694444444445,0.1549107142857143,0.0453125,0.0,1.0,1.0,1.0,0.5905752233877234,0.2991861726236726,0.1411502849002849,0.727050148925149,0.5327907817491151,0.4274335232668566,0.2875,0.08645833333333333,0.0,1.0,1.0,1.0,0.7604166666666666,0.4166666666666667,0.19791666666666666,0.8402777777777778,0.6111111111111112,0.4652777777777778,0.5,0.15625,0.0
logic,20,3409,9.155065941325544,0.2780748663101604,1.0,1.0,0.3802083333333333,0.052083333333333336,0.5868055555555556,0.3680555555555556,0.21875,0.0,0.9990234375,0.9990234375,0.9990234375,0.3922526041666667,0.0400390625,0.034505208333333336,0.5941840277777778,0.359375,0.3556857638888889,0.150390625,0.0078125,0.001953125,0.99990234375,0.99990234375,0.99990234375,0.5875,0.07087673611111112,0.06002604166666667,0.7249131944444445,0.3804976851851852,0.3732638888888889,0.2765625,0.015625,0.00390625,1.0,1.0,1.0,0.7719951923076923,0.12423878205128204,0.10340544871794871,0.8479967948717948,0.416159188034188,0.4022702991452991,0.4732486263736264,0.03125,0.0078125,1.0,1.0,1.0,0.9018571127946128,0.2103458462833463,0.17215140183890185,0.9345714085297419,0.4735638975222309,0.44810093455926786,0.7233755827505828,0.0625,0.015625,1.0,1.0,1.0,0.9739583333333334,0.3333333333333333,0.2708333333333333,0.9826388888888888,0.5555555555555556,0.5138888888888888,0.96875,0.125,0.03125
logic,25,3407,10.372446770930578,0.9811320754716981,1.0,1.0,0.78125,0.74375,0.8784722222222222,0.8576388888888888,0.46875,0.34375,1.0,1.0,1.0,0.73828125,0.696875,0.676171875,0.8546006944444444,0.8315972222222222,0.8200954861111112,0.41015625,0.318359375,0.294921875,1.0,1.0,1.0,0.8695833333333333,0.8246354166666666,0.8097916666666667,0.9275462962962963,0.9025752314814814,0.8943287037037037,0.6307291666666667,0.5109375,0.48046875,1.0,1.0,1.0,0.9434409340659341,0.9039732142857144,0.8939010989010988,0.9685782967032966,0.9466517857142858,0.941056166056166,0.8390968406593406,0.7146119505494506,0.6839457417582417,1.0,1.0,1.0,0.9812184343434345,0.9507216394716395,0.9444507575757577,0.9895657968574635,0.9726231330397996,0.9691393097643098,0.9694881507381508,0.8563107031857032,0.8357201825951825,1.0,1.0,1.0,0.99375,0.975,0.975,0.9965277777777778,0.9861111111111112,0.9861111111111112,1.0,0.90625,0.90625
logic,25,3408,10.264532282683343,0.9875,1.0,1.0,0.91875,0.9125,0.9548611111111112,0.9513888888888888,0.875,0.90625,1.0,1.0,1.0,0.87109375,0.828125,0.81484375,0.9283854166666666,0.9045138888888888,0.8971354166666666,0.7734375,0.720703125,0.6953125,1.0,1.0,1.0,0.9553645833333333,0.9220312500000001,0.9171875,0.9752025462962963,0.9566840277777777,0.9539930555555556,0.91640625,0.859375,0.8473958333333333,1.0,1.0,1.0,0.9840453296703296,0.9582074175824176,0.9573214285714287,0.9911362942612943,0.9767818986568986,0.9762896825396825,0.9737122252747252,0.9085851648351648,0.9059752747252747,1.0,1.0,1.0,0.9955618686868688,0.9747426184926186,0.974736790986791,0.9975343714927047,0.985968121384788,0.9859648838815507,0.9955638111888112,0.9218507187257188,0.9218264374514374,1.0,1.0,1.0,1.0,0.9875,0.9875,1.0,0.9930555555555556,0.9930555555555556,1.0,0.9375,0.9375
logic,25,3409,10.30023882609999,0.9874213836477986,1.0,1.0,0.7625,0.7375,0.8680555555555556,0.8541666666666666,0.65625,0.625,0.9991319444444444,0.9989149305555556,0.9989149305555556,0.639453125,0.5734375,0.56484375,0.798828125,0.7619357638888888,0.7571614583333334,0.53125,0.4609375,0.44921875,0.9999421296296297,0.9999421296296297,0.9999421296296297,0.8301041666666666,0.7626562499999999,0.7546354166666667,0.9055555555555556,0.8680844907407407,0.8636284722222222,0.75,0.6791666666666667,0.66796875,1.0,1.0,1.0,0.9450377747252748,0.8982520604395605,0.8934065934065935,0.9694654304029304,0.9434733669108668,0.9407814407814408,0.8960336538461539,0.8559065934065934,0.8496565934065934,1.0,1.0,1.0,0.983635878010878,0.9626835664335663,0.9617793317793317,0.9909088211171545,0.9792686480186481,0.9787662954329621,0.9496964840714841,0.9409722222222222,0.9404865967365967,1.0,1.0,1.0,0.99375,0.98125,0.98125,0.9965277777777778,0.9895833333333334,0.9895833333333334,0.96875,0.96875,0.96875
nl_exact,5,3407,7.209542941131642,0.9659863945578231,1.0,1.0,0.6079545454545454,0.6022727272727273,0.5208333333333334,0.5138888888888888,0.0,0.0,1.0,1.0,1.0,0.5838068181818182,0.5747514204545454,0.5681818181818182,0.4915364583333333,0.48046875,0.4724392361111111,0.0625,0.05078125,0.046875,1.0,1.0,1.0,0.6409801136363636,0.6292850378787879,0.6225142045454546,0.5611979166666666,0.5469039351851852,0.5386284722222222,0.1171875,0.09583333333333334,0.08828125,1.0,1.0,1.0,0.700613449050949,0.6853146853146853,0.6792519980019981,0.6340831043956043,0.6153846153846154,0.6079746642246643,0.20865384615384616,0.1719951923076923,0.1579326923076923,1.0,1.0,1.0,0.766213048315321,0.7461821007275553,0.7406068994137176,0.7142603923853924,0.6897781231114565,0.6829639881723215,0.3455638111888112,0.2858974358974359,0.2619391025641026,1.0,1.0,1.0,0.8352272727272727,0.8125,0.8068181818181818,0.7986111111111112,0.7708333333333334,0.7638888888888888,0.53125,0.4375,0.40625
nl_exact,5,3408,6.884552991488632,0.9107806691449815,1.0,1.0,0.6306818181818182,0.6022727272727273,0.5486111111111112,0.5138888888888888,0.0625,0.03125,1.0,1.0,1.0,0.5571732954545454,0.5419034090909091,0.5419034090909091,0.4587673611111111,0.4401041666666667,0.4401041666666667,0.033203125,0.01171875,0.01171875,1.0,1.0,1.0,0.5924005681818182,0.571875,0.571875,0.5018229166666667,0.47673611111111114,0.47673611111111114,0.06432291666666667,0.02265625,0.02265625,1.0,1.0,1.0,0.6337084790209789,0.6025302822177822,0.6025302822177822,0.5523103632478632,0.5142036782661782,0.5142036782661782,0.12075892857142857,0.04241071428571429,0.04241071428571429,1.0,1.0,1.0,0.6916878575969485,0.6427321731299004,0.6427321731299004,0.6231740481740481,0.5633393227143227,0.5633393227143227,0.21354166666666666,0.075,0.075,1.0,1.0,1.0,0.7642045454545454,0.6960227272727273,0.6960227272727273,0.7118055555555556,0.6284722222222222,0.6284722222222222,0.34375,0.125,0.125
nl_exact,5,3409,6.965004244574423,0.9154929577464789,1.0,1.0,0.45170454545454547,0.5596590909090909,0.3333333333333333,0.4652777777777778,0.0,0.0,1.0,1.0,1.0,0.43022017045454547,0.5055042613636364,0.4197443181818182,0.3072916666666667,0.3993055555555556,0.2944878472222222,0.01171875,0.01171875,0.00390625,1.0,1.0,1.0,0.4934185606060606,0.5377604166666666,0.4762310606060606,0.3826099537037037,0.43680555555555556,0.36160300925925926,0.02291666666666667,0.023177083333333334,0.007552083333333334,1.0,1.0,1.0,0.5405438311688312,0.5680288461538461,0.5142638611388611,0.43907394688644685,0.47266674297924305,0.40695398351648354,0.04375,0.0453125,0.014062499999999999,1.0,1.0,1.0,0.5745360069223705,0.6002273610228156,0.5366916543052906,0.4800329685746353,0.5114335124751792,0.4337787598204265,0.07916666666666666,0.08645833333333333,0.02395833333333333,1.0,1.0,1.0,0.6051136363636364,0.6306818181818182,0.5539772727272727,0.5173611111111112,0.5486111111111112,0.4548611111111111,0.125,0.15625,0.03125
nl_exact,10,3407,8.078575567503059,0.8158995815899582,1.0,1.0,0.6625,0.6,0.625,0.5555555555555556,0.03125,0.0,1.0,1.0,1.0,0.6349609375,0.5951171875,0.594921875,0.5944010416666666,0.5501302083333334,0.5499131944444444,0.0390625,0.009765625,0.009765625,1.0,1.0,1.0,0.6609114583333333,0.6006510416666667,0.6002604166666667,0.6232349537037037,0.5562789351851852,0.5558449074074074,0.06848958333333333,0.01875,0.01875,1.0,1.0,1.0,0.687395260989011,0.6041054258241758,0.6033241758241759,0.6526614010989011,0.5601171398046398,0.5592490842490843,0.11083447802197803,0.03459821428571429,0.03459821428571429,1.0,1.0,1.0,0.7149317696192696,0.6074997571872572,0.6059372571872572,0.6832575217991885,0.5638886190969524,0.5621525079858414,0.1675456487956488,0.059375,0.059375,1.0,1.0,1.0,0.746875,0.6125,0.609375,0.71875,0.5694444444444444,0.5659722222222222,0.25,0.09375,0.09375
nl_exact,10,3408,7.006275416063889,0.8618784530386739,1.0,1.0,0.48125,0.41875,0.4236111111111111,0.3541666666666667,0.03125,0.0,1.0,1.0,1.0,0.4646484375,0.418359375,0.41796875,0.4051649305555556,0.3537326388888889,0.3532986111111111,0.00390625,0.0,0.0,1.0,1.0,1.0,0.48898437499999997,0.43890624999999994,0.4381510416666667,0.4322048611111111,0.3765625,0.3757233796296296,0.0078125,0.0,0.0,1.0,1.0,1.0,0.5120587225274725,0.4559306318681319,0.4545243818681318,0.45784302503052504,0.39547847985347984,0.39391597985347987,0.015625,0.0,0.0,1.0,1.0,1.0,0.5360224844599845,0.47148261460761465,0.4690867812742813,0.48446942717776054,0.41275846067512734,0.41009642363809035,0.03125,0.0,0.0,1.0,1.0,1.0,0.565625,0.490625,0.4875,0.5173611111111112,0.4340277777777778,0.4305555555555556,0.0625,0.0,0.0
nl_exact,10,3409,8.11569391946997,0.9809885931558935,1.0,1.0,0.65625,0.665625,0.6180555555555556,0.6284722222222222,0.0625,0.09375,1.0,1.0,1.0,0.6396484375,0.6515625,0.634765625,0.599609375,0.6128472222222222,0.5941840277777778,0.076171875,0.10546875,0.0703125,1.0,1.0,1.0,0.683828125,0.6973177083333334,0.6764322916666667,0.6486979166666667,0.6636863425925926,0.6404803240740741,0.1375,0.18619791666666666,0.12708333333333333,1.0,1.0,1.0,0.7297664835164835,0.7454498626373627,0.7197613324175824,0.6997405372405372,0.7171665140415141,0.6886237026862028,0.2288804945054945,0.3004979395604396,0.2119848901098901,1.0,1.0,1.0,0.7748246891996893,0.791738782051282,0.7627187742812743,0.749805210221877,0.7685986467236466,0.7363541936458603,0.342606351981352,0.4376869658119658,0.31784673659673657,1.0,1.0,1.0,0.821875,0.834375,0.80625,0.8020833333333334,0.8159722222222222,0.7847222222222222,0.46875,0.59375,0.4375
nl_exact,15,3407,7.391649217281374,1.0,1.0,1.0,0.63671875,0.9140625,0.6770833333333334,0.9236111111111112,0.0,0.90625,1.0,1.0,1.0,0.495361328125,0.49755859375,0.495361328125,0.5514322916666666,0.5533854166666666,0.5514322916666666,0.0,0.00390625,0.0,1.0,1.0,1.0,0.5023111979166667,0.5033528645833333,0.5023111979166667,0.5576099537037037,0.5585358796296296,0.5576099537037037,0.0,0.0078125,0.0,1.0,1.0,1.0,0.5077695741758241,0.5097226991758241,0.5077695741758241,0.5624618437118437,0.5641979548229548,0.5624618437118437,0.0,0.015625,0.0,1.0,1.0,1.0,0.5152207167832168,0.5191269667832168,0.5152207167832168,0.5690850815850816,0.5725573038073039,0.5690850815850816,0.0,0.03125,0.0,1.0,1.0,1.0,0.52734375,0.53515625,0.52734375,0.5798611111111112,0.5868055555555556,0.5798611111111112,0.0,0.0625,0.0
nl_exact,15,3408,8.040076808795307,0.8622754491017964,1.0,1.0,0.5703125,0.51171875,0.6180555555555556,0.5659722222222222,0.15625,0.0,1.0,1.0,1.0,0.50732421875,0.506591796875,0.496826171875,0.5620659722222222,0.5614149305555556,0.552734375,0.01953125,0.01953125,0.001953125,1.0,1.0,1.0,0.5284505208333333,0.5200846354166667,0.5084309895833333,0.5808449074074074,0.5734085648148148,0.5630497685185185,0.03828125,0.0375,0.00390625,1.0,1.0,1.0,0.5544771634615384,0.5389766483516484,0.5179644574175825,0.6039797008547008,0.5902014652014652,0.5715239621489622,0.07343749999999999,0.06919642857142858,0.0078125,1.0,1.0,1.0,0.5957832532051281,0.5709635416666666,0.534375,0.640696225071225,0.6186342592592592,0.5861111111111111,0.134375,0.11875,0.015625,1.0,1.0,1.0,0.65234375,0.62109375,0.5625,0.6909722222222222,0.6631944444444444,0.6111111111111112,0.21875,0.1875,0.03125
nl_exact,15,3409,7.3778736436460814,0.9777777777777777,1.0,1.0,0.515625,0.51171875,0.5694444444444444,0.5659722222222222,0.0,0.0,1.0,1.0,1.0,0.483154296875,0.48583984375,0.48193359375,0.5405815972222222,0.54296875,0.5394965277777778,0.005859375,0.001953125,0.001953125,1.0,1.0,1.0,0.50087890625,0.499609375,0.49850260416666664,0.5563368055555555,0.5552083333333333,0.5542245370370371,0.011458333333333334,0.00390625,0.00390625,1.0,1.0,1.0,0.5090294471153847,0.5046188186813186,0.5045372596153846,0.5635817307692308,0.5596611721611722,0.5595886752136753,0.021875,0.0078125,0.0078125,1.0,1.0,1.0,0.516796875,0.5088541666666667,0.5088541666666667,0.5704861111111111,0.563425925925926,0.563425925925926,0.03958333333333333,0.015625,0.015625,1.0,1.0,1.0,0.52734375,0.515625,0.515625,0.5798611111111112,0.5694444444444444,0.5694444444444444,0.0625,0.03125,0.03125
nl_exact,20,3407,8.091615392838333,1.0,1.0,1.0,0.796875,0.8020833333333334,0.8645833333333334,0.8680555555555556,0.34375,0.375,0.9990234375,0.9990234375,0.9990234375,0.38671875,0.3955078125,0.38671875,0.5911458333333334,0.5970052083333334,0.5911458333333334,0.076171875,0.09375,0.076171875,0.9998046875,0.9998046875,0.9998046875,0.43116319444444445,0.4459201388888889,0.43116319444444445,0.6207754629629629,0.630613425925926,0.6207754629629629,0.14166666666666666,0.17005208333333333,0.14166666666666666,0.9999978537087912,0.9999978537087912,0.9999978537087912,0.5006467490842491,0.522132554945055,0.5006467490842491,0.6670978327228327,0.6814217032967034,0.6670978327228327,0.24830013736263737,0.2848901098901099,0.24830013736263737,1.0,1.0,1.0,0.5916435994560995,0.6179669289044288,0.5916435994560995,0.7277623996373996,0.7453112859362859,0.7277623996373996,0.40037150349650347,0.42786276223776226,0.40037150349650347,1.0,1.0,1.0,0.6875,0.71875,0.6875,0.7916666666666666,0.8125,0.7916666666666666,0.59375,0.59375,0.59375
nl_exact,20,3408,7.268357922378604,1.0,1.0,1.0,0.8489583333333334,0.8489583333333334,0.8993055555555556,0.8993055555555556,0.71875,0.71875,1.0,1.0,1.0,0.2620442708333333,0.2620442708333333,0.2620442708333333,0.5080295138888888,0.5080295138888888,0.5080295138888888,0.00390625,0.00390625,0.00390625,1.0,1.0,1.0,0.30177951388888885,0.30177951388888885,0.30177951388888885,0.5345196759259259,0.5345196759259259,0.5345196759259259,0.0078125,0.0078125,0.0078125,1.0,1.0,1.0,0.327621336996337,0.327621336996337,0.327621336996337,0.5517475579975579,0.5517475579975579,0.5517475579975579,0.015625,0.015625,0.015625,1.0,1.0,1.0,0.33719000906500907,0.33719000906500907,0.33719000906500907,0.558126672710006,0.558126672710006,0.558126672710006,0.03125,0.03125,0.03125,1.0,1.0,1.0,0.34375,0.34375,0.34375,0.5625,0.5625,0.5625,0.0625,0.0625,0.0625
nl_exact,20,3409,7.083996092963563,1.0,1.0,1.0,0.40625,0.6822916666666666,0.6041666666666666,0.7881944444444444,0.0,0.5625,1.0,1.0,1.0,0.287109375,0.302734375,0.287109375,0.5247395833333334,0.53515625,0.5247395833333334,0.0,0.0,0.0,1.0,1.0,1.0,0.3161892361111111,0.3224392361111111,0.3161892361111111,0.5441261574074074,0.5482928240740741,0.5441261574074074,0.0,0.0,0.0,1.0,1.0,1.0,0.3270747481684982,0.32781593406593407,0.3270747481684982,0.5513831654456655,0.5518772893772894,0.5513831654456655,0.0,0.0,0.0,1.0,1.0,1.0,0.3281241906241906,0.328125,0.3281241906241906,0.5520827937494605,0.5520833333333334,0.5520827937494605,0.0,0.0,0.0,1.0,1.0,1.0,0.328125,0.328125,0.328125,0.5520833333333334,0.5520833333333334,0.5520833333333334,0.0,0.0,0.0
