template,train_max,depth,n,correct1_mean,correct1_std,correct16_mean,correct16_std,valid16_mean,valid16_std,joint16_mean,joint16_std
logic,15,35,3,0.087890625,0.030425316264447715,0.6770833333333334,0.10622957319984969,0.1875,0.1767766952966369,0.041666666666666664,0.05892556509887896
logic,15,40,3,0.029947916666666668,0.01597375539893919,0.3229166666666667,0.16989069198229262,0.125,0.0919975090242484,0.010416666666666666,0.01473139127471974
logic,15,45,3,0.030598958333333332,0.008783032267729194,0.3645833333333333,0.07795119555779044,0.11458333333333333,0.05892556509887896,0.03125,0.02551551815399144
logic,15,50,3,0.038411458333333336,0.02650947014518533,0.3541666666666667,0.21998658418690495,0.08333333333333333,0.09660019266141358,0.041666666666666664,0.03897559777889522
logic,20,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,12,3,0.9973958333333334,0.0024359748611809512,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,15,3,0.9993489583333334,0.0009207119546699837,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,18,3,0.9986979166666666,0.0018414239093399675,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,20,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,20,25,3,0.5553385416666666,0.19110263263515448,0.9270833333333334,0.06421264586426018,0.9791666666666666,0.01473139127471974,0.9166666666666666,0.07795119555779044
logic,20,30,3,0.3092447916666667,0.029419592520039072,0.8229166666666666,0.05311478659992484,0.8645833333333334,0.10311973892303818,0.6041666666666666,0.18458380361113907
logic,20,35,3,0.20703125,0.05855033113520082,0.78125,0.10206207261596575,0.7916666666666666,0.0820209153542897,0.28125,0.05103103630798288
logic,20,40,3,0.20638020833333334,0.05399329978285243,0.7916666666666666,0.01473139127471974,0.875,0.08838834764831845,0.34375,0.06750771560841522
logic,20,45,3,0.20182291666666666,0.011313897914702322,0.8020833333333334,0.03897559777889522,0.78125,0.0919975090242484,0.3020833333333333,0.0820209153542897
logic,20,50,3,0.22591145833333334,0.07028235271910467,0.8541666666666666,0.02946278254943948,0.6145833333333334,0.18458380361113907,0.19791666666666666,0.14950729265007628
logic,25,1,3,0.9973958333333334,0.003682847818679935,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,2,3,0.9993489583333334,0.0009207119546699837,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,12,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,15,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,18,3,0.9993489583333334,0.0009207119546699837,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,20,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,25,3,0.9967447916666666,0.0024359748611809512,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,30,3,0.966796875,0.01149968862803105,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,35,3,0.7213541666666666,0.14215685242813414,0.9895833333333334,0.01473139127471974,0.9895833333333334,0.01473139127471974,0.9791666666666666,0.01473139127471974
logic,25,40,3,0.3932291666666667,0.09954339794826579,0.9270833333333334,0.02946278254943948,0.84375,0.0919975090242484,0.6458333333333334,0.18807781338820612
logic,25,45,3,0.244140625,0.05415007508314662,0.8541666666666666,0.05311478659992484,0.84375,0.06750771560841522,0.5104166666666666,0.1405285162836671
logic,25,50,3,0.24088541666666666,0.009612515013172786,0.8333333333333334,0.10622957319984969,0.8229166666666666,0.10311973892303818,0.4166666666666667,0.15590239111558088
nl_exact,5,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,5,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,5,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,5,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,5,12,3,0.9993489583333334,0.0009207119546699837,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,5,15,3,0.7057291666666666,0.28215427785625863,0.8020833333333334,0.21398581858514726,0.7916666666666666,0.2286926916677099,0.7916666666666666,0.2286926916677099
nl_exact,5,18,3,0.5299479166666666,0.12125465340440433,0.8229166666666666,0.12586506222494345,0.75,0.25129871003780874,0.7083333333333334,0.24250930680880867
nl_exact,5,20,3,0.06575520833333333,0.050588911927245864,0.11458333333333333,0.0820209153542897,0.0,0.0,0.0,0.0
nl_exact,5,25,3,0.11067708333333333,0.0598887563753913,0.2604166666666667,0.14508737788733458,0.0,0.0,0.0,0.0
nl_exact,5,30,3,0.10026041666666667,0.051584525493594546,0.2604166666666667,0.1405285162836671,0.0,0.0,0.0,0.0
nl_exact,5,35,3,0.15625,0.07245014449606019,0.4791666666666667,0.09660019266141358,0.0,0.0,0.0,0.0
nl_exact,5,40,3,0.043619791666666664,0.012889967365379772,0.1875,0.07654655446197431,0.0,0.0,0.0,0.0
nl_exact,5,45,3,0.07552083333333333,0.06220089016925097,0.3020833333333333,0.2170069443333298,0.0,0.0,0.0,0.0
nl_exact,5,50,3,0.099609375,0.07464583805760987,0.2916666666666667,0.21245914639969937,0.0,0.0,0.0,0.0
nl_exact,10,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,10,3,0.99609375,0.005524271728019903,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,12,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,15,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,18,3,0.84375,0.11186934415987436,0.9895833333333334,0.01473139127471974,0.9791666666666666,0.02946278254943948,0.9791666666666666,0.02946278254943948
nl_exact,10,20,3,0.016276041666666668,0.017493527138729693,0.052083333333333336,0.01473139127471974,0.010416666666666666,0.01473139127471974,0.010416666666666666,0.01473139127471974
nl_exact,10,25,3,0.046223958333333336,0.008783032267729194,0.13541666666666666,0.05311478659992484,0.0,0.0,0.0,0.0
nl_exact,10,30,3,0.162109375,0.062438935012288206,0.3541666666666667,0.1405285162836671,0.0,0.0,0.0,0.0
nl_exact,10,35,3,0.15299479166666666,0.06307380908741075,0.3854166666666667,0.16989069198229262,0.0,0.0,0.0,0.0
nl_exact,10,40,3,0.050130208333333336,0.058731031309082866,0.14583333333333334,0.12058163440406484,0.0,0.0,0.0,0.0
nl_exact,10,45,3,0.14192708333333334,0.05501976197603281,0.34375,0.08838834764831845,0.0,0.0,0.0,0.0
nl_exact,10,50,3,0.13020833333333334,0.060037197309367206,0.4166666666666667,0.17368054167221944,0.0,0.0,0.0,0.0
nl_exact,15,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,12,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,15,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,18,3,0.9524739583333334,0.03887760059071254,0.9895833333333334,0.01473139127471974,0.9895833333333334,0.01473139127471974,0.9895833333333334,0.01473139127471974
nl_exact,15,20,3,0.026041666666666668,0.03545637709424506,0.07291666666666667,0.0820209153542897,0.09375,0.13258252147247765,0.0625,0.08838834764831845
nl_exact,15,25,3,0.059895833333333336,0.03894295944983901,0.15625,0.07654655446197431,0.03125,0.02551551815399144,0.03125,0.02551551815399144
nl_exact,15,30,3,0.14583333333333334,0.06307380908741075,0.2604166666666667,0.11785113019775792,0.010416666666666666,0.01473139127471974,0.010416666666666666,0.01473139127471974
nl_exact,15,35,3,0.1171875,0.024132490876107603,0.3229166666666667,0.06421264586426018,0.0,0.0,0.0,0.0
nl_exact,15,40,3,0.046223958333333336,0.03350177169340783,0.20833333333333334,0.11505584392903397,0.0,0.0,0.0,0.0
nl_exact,15,45,3,0.09375,0.013053344827970978,0.3020833333333333,0.05311478659992484,0.0,0.0,0.0,0.0
nl_exact,15,50,3,0.08333333333333333,0.05636682505706605,0.2604166666666667,0.1405285162836671,0.0,0.0,0.0,0.0
nl_exact,20,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,12,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,15,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,18,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,20,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,25,3,0.5143229166666666,0.28691813240485686,0.7291666666666666,0.2170069443333298,0.7083333333333334,0.23011168785806793,0.7083333333333334,0.23011168785806793
nl_exact,20,30,3,0.24153645833333334,0.0891380420978896,0.4270833333333333,0.15380024021076458,0.2708333333333333,0.03897559777889522,0.2708333333333333,0.03897559777889522
nl_exact,20,35,3,0.140625,0.02566458768805602,0.3541666666666667,0.05311478659992484,0.08333333333333333,0.11785113019775792,0.08333333333333333,0.11785113019775792
nl_exact,20,40,3,0.16080729166666666,0.050689353280785755,0.4895833333333333,0.14508737788733458,0.020833333333333332,0.02946278254943948,0.020833333333333332,0.02946278254943948
nl_exact,20,45,3,0.16471354166666666,0.060941116790815424,0.4375,0.142064392676936,0.11458333333333333,0.1405285162836671,0.11458333333333333,0.1405285162836671
nl_exact,20,50,3,0.099609375,0.04698338164757478,0.40625,0.15934435979977452,0.11458333333333333,0.16204530402191714,0.11458333333333333,0.16204530402191714
nl_exact,25,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,25,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,25,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,25,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,25,12,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,25,15,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,25,18,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,25,20,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,25,25,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,25,30,3,0.978515625,0.011163039192371254,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,25,35,3,0.8359375,0.08207773980254178,0.9166666666666666,0.03897559777889522,0.9166666666666666,0.03897559777889522,0.9166666666666666,0.03897559777889522
nl_exact,25,40,3,0.5970052083333334,0.20498406407720487,0.7916666666666666,0.13093546968725556,0.7916666666666666,0.13093546968725556,0.7708333333333334,0.1405285162836671
nl_exact,25,45,3,0.3131510416666667,0.036862988715864756,0.75,0.17860862707794006,0.6354166666666666,0.12058163440406484,0.625,0.11692679333668567
nl_exact,25,50,3,0.14713541666666666,0.009344205790629768,0.5104166666666666,0.06421264586426018,0.4479166666666667,0.06421264586426018,0.4270833333333333,0.05311478659992484
